product_sku,order_id,quantity,unit_price,discount
5000,1947,8,143.69,2.13
2632,4424,11,311.13,4.49
3143,384,4,4.74,23.0
803,2798,13,421.72,8.15
4425,2884,2,427.6,11.33
3594,501,9,758.31,24.72
2393,3542,9,145.15,6.6
1407,2966,5,456.94,22.75
67,2774,3,453.79,8.4
3692,1491,5,81.94,7.15
3933,4507,11,397.59,1.97
3910,4002,7,555.22,7.04
2356,3086,4,86.56,23.35
4151,1181,8,478.87,8.0
3666,140,2,507.13,5.9
378,691,7,498.02,11.74
4039,4419,9,489.39,3.7
2883,2773,10,755.68,8.58
2804,3564,12,172.42,15.61
3760,1699,13,261.64,15.96
4569,4305,14,184.4,16.15
1479,4865,7,992.83,10.06
226,2384,5,984.87,3.72
2517,3305,14,927.86,20.7
847,279,4,620.97,5.13
4533,3887,11,535.64,15.99
2667,1491,8,722.14,23.38
4453,385,9,433.27,10.16
1425,3149,3,12.85,17.95
3143,837,6,4.74,8.19
1078,4301,3,978.64,3.72
501,1828,13,410.09,3.57
67,3126,13,453.79,8.32
3156,4404,2,62.39,9.04
989,1452,13,856.53,6.45
81,3140,12,941.44,15.58
677,4528,1,661.36,10.83
3065,2513,10,220.65,17.86
309,558,12,707.35,19.76
2980,3326,12,347.47,1.55
1479,1701,2,992.83,5.16
4515,695,1,534.19,2.23
67,3822,6,453.79,19.2
3636,2138,6,383.67,5.75
4663,3975,12,862.01,10.12
4033,1147,3,585.46,20.0
2214,558,1,711.82,12.4
2510,2481,10,417.16,9.22
497,2279,15,730.03,6.63
4441,3216,5,92.68,19.08
1545,1224,13,684.97,13.66
2542,4274,9,270.94,7.22
1555,1945,11,408.69,17.6
781,2521,14,917.91,5.62
3423,719,11,448.14,14.66
2076,694,1,895.15,10.75
3065,3040,10,220.65,12.97
4509,1978,7,319.78,8.9
273,98,2,144.3,14.22
3553,1989,14,977.61,7.63
1380,1966,10,351.58,11.11
4413,4860,9,694.9,18.31
4961,1702,4,362.01,3.71
3016,1135,9,353.43,3.77
1080,1433,5,987.02,3.13
1711,1564,4,8.85,21.63
3371,2111,5,674.74,18.32
514,4233,13,977.02,20.86
2924,2898,9,655.64,15.5
3483,475,15,460.86,20.54
4607,102,3,255.75,2.43
1255,1407,1,856.94,19.52
3351,615,4,611.76,17.68
42,2538,5,152.95,22.85
67,1512,12,453.79,10.61
3758,459,7,614.01,6.59
2696,4492,11,239.35,22.83
2052,3473,1,607.84,12.83
222,143,4,931.95,3.97
2208,1191,12,904.47,2.92
501,504,6,410.09,3.43
3098,3025,10,585.58,19.4
1607,2136,14,561.12,6.74
2439,971,11,659.86,14.81
4850,1465,6,710.87,14.45
436,1808,9,607.45,19.51
4456,3596,7,355.68,12.23
1586,4438,13,228.04,9.08
3709,2988,4,300.89,15.97
3199,1476,8,206.9,9.08
1358,405,10,388.7,9.26
4456,4002,10,355.68,23.83
4413,722,2,694.9,18.52
2631,4175,5,678.79,19.47
419,3438,12,423.89,18.32
2052,1830,3,607.84,16.45
514,2335,6,977.02,7.58
654,2265,3,60.66,16.75
2908,2588,6,883.33,9.14
4061,2927,1,18.76,19.43
3819,2894,9,709.03,13.18
2656,4142,10,283.02,17.5
567,2292,12,330.36,8.22
3065,1541,3,220.65,12.0
1071,4368,14,628.4,9.21
847,1149,6,620.97,23.01
2631,3609,8,678.79,18.95
309,2918,13,707.35,18.11
2656,4732,1,283.02,21.82
1268,4922,1,795.96,1.18
2534,1600,10,942.65,17.34
1744,1933,13,82.96,16.17
2060,2409,12,772.39,7.51
4258,1681,2,727.57,23.04
3779,1309,8,361.01,1.17
4796,3381,14,784.95,7.92
1930,2237,12,53.11,5.48
2048,3870,11,926.47,5.53
1586,1259,1,228.04,11.18
4622,572,14,784.44,6.4
584,1932,7,161.75,17.73
2,2164,9,439.12,3.85
4961,3752,13,362.01,24.97
4013,4414,2,171.93,8.3
3489,2716,7,826.69,8.94
4163,3031,12,752.69,6.79
3703,3306,6,945.85,10.25
1813,307,6,135.34,1.16
1847,2318,3,539.92,16.33
729,3985,4,499.74,16.33
2332,3487,1,825.21,12.78
4417,3171,1,557.71,15.26
1479,1404,1,992.83,24.56
3433,1510,13,830.34,10.59
376,4310,10,486.71,19.11
3018,2284,6,585.46,2.75
3933,3874,10,397.59,19.78
1813,644,14,135.34,5.47
3007,1370,13,139.22,7.83
1619,4501,7,790.82,18.52
2142,3658,1,166.93,22.19
777,3835,5,79.41,18.47
2697,2153,10,452.54,13.37
489,1683,14,75.08,8.46
246,983,8,106.75,24.77
1689,740,1,391.93,4.98
2377,528,10,592.97,6.0
1598,4381,12,200.51,11.97
4850,995,10,710.87,1.85
654,1712,14,60.66,14.32
1358,2146,14,388.7,12.55
4013,2561,15,171.93,8.77
4569,3623,12,184.4,7.39
4622,732,13,784.44,13.19
3084,1252,9,345.55,4.63
3448,154,4,523.44,6.66
1507,4084,15,309.56,16.63
4509,2153,13,319.78,20.5
803,2699,4,421.72,17.64
4215,4508,10,31.94,15.79
4301,4160,5,941.45,12.19
571,3626,7,555.16,1.67
1885,1348,1,859.48,18.78
1509,3300,5,197.27,20.11
2269,2795,7,979.46,8.73
309,1093,3,707.35,1.67
1773,1503,13,122.84,17.22
169,3108,2,800.94,4.85
3538,4197,8,965.1,3.59
4275,467,11,115.29,22.5
262,1174,12,745.94,1.16
1060,4220,5,681.86,6.68
98,2692,10,381.52,17.85
3018,126,8,585.46,8.02
268,1299,14,478.33,18.85
2462,532,7,270.77,11.62
1338,2400,8,244.97,2.0
1631,4357,9,338.73,3.92
3666,4349,1,507.13,22.56
54,2379,13,570.25,12.09
4871,4339,1,317.4,22.63
3910,3174,12,555.22,4.77
2462,4031,8,270.77,19.63
3141,2733,2,681.51,12.21
4434,2434,14,307.5,1.05
4897,3521,6,37.71,23.7
3783,2320,13,571.36,12.65
4062,3327,8,451.45,4.2
4017,2454,3,602.24,20.72
67,3436,11,453.79,8.79
2095,4838,11,477.98,10.08
1741,631,9,853.07,10.29
2095,3956,12,477.98,3.53
501,3081,8,410.09,22.81
4151,171,11,478.87,5.8
342,4093,13,430.14,16.82
4385,4670,7,520.59,4.08
3874,1468,1,185.98,15.84
3731,2191,12,217.91,19.64
3304,3838,10,357.33,3.75
1790,290,10,333.7,17.89
4502,3153,10,721.9,24.18
3731,4411,12,217.91,10.9
4533,3601,1,535.64,8.53
3300,4102,7,475.56,15.61
3949,325,9,76.68,9.44
885,2635,10,765.46,5.82
2393,3438,5,145.15,22.02
4653,3537,14,66.24,9.91
885,2517,6,765.46,8.0
1188,4344,7,435.67,16.88
3521,4799,1,346.7,22.58
3029,1646,8,168.81,7.32
376,1690,2,486.71,23.22
3433,2617,13,830.34,1.47
2980,4733,4,347.47,17.56
4081,1964,1,544.06,17.13
1113,4662,5,831.16,18.31
2749,4540,1,878.17,22.16
2820,4624,4,743.0,17.95
97,3161,6,729.21,21.23
1568,3626,8,587.7,13.55
4622,2573,12,784.44,12.58
1407,4581,13,456.94,18.85
1908,4646,15,955.15,2.61
4384,1353,9,147.5,2.94
4117,496,11,589.53,22.43
1068,2211,3,296.78,7.47
3602,1571,2,4.68,15.24
2897,3445,10,550.84,16.34
1537,1906,12,413.74,6.26
3097,3538,15,834.28,2.66
1771,2388,9,276.4,19.93
2736,621,4,661.78,11.4
1289,919,9,32.06,7.57
4515,510,13,534.19,21.38
3731,1915,12,217.91,3.11
1780,4266,8,563.35,2.56
2749,2159,3,878.17,16.89
2448,4166,4,986.54,3.08
3433,1352,12,830.34,22.22
4050,4525,11,690.55,1.46
1188,3887,14,435.67,22.36
1067,266,6,487.71,9.38
1681,4263,14,43.02,23.64
652,4113,6,281.07,5.08
883,2980,15,40.71,9.27
3599,1117,11,306.84,9.18
3571,2308,6,726.78,22.13
2743,1267,3,943.21,9.96
4799,2185,6,716.33,9.68
4533,802,3,535.64,4.08
2142,3245,11,166.93,21.53
1068,3462,14,296.78,19.66
3378,3646,2,982.63,21.65
4671,3724,4,931.74,3.83
4653,1185,11,66.24,14.77
4469,44,13,791.82,17.68
1299,3483,3,898.38,24.24
4923,737,3,276.1,9.58
3740,394,14,602.34,19.32
717,4354,14,716.44,3.7
414,142,9,398.11,20.89
847,1097,13,620.97,6.23
2664,896,6,563.83,16.53
1586,4596,7,228.04,11.59
853,495,11,425.53,14.96
892,406,4,862.57,23.54
1440,164,4,673.19,10.1
4384,199,8,147.5,17.18
3098,1776,13,585.58,19.95
3553,2970,5,977.61,15.99
730,3849,1,865.97,1.65
4822,1079,13,806.42,21.52
3880,2407,10,889.5,4.02
1555,4597,13,408.69,19.34
4351,400,14,835.87,2.89
2931,3038,14,94.38,10.31
3788,1951,3,414.61,2.25
1664,1009,14,432.44,5.78
1619,4812,7,790.82,11.62
2808,4150,5,33.11,22.94
4594,4269,11,998.86,12.18
1564,1579,13,83.46,3.29
3206,2412,3,198.96,9.56
4469,665,8,791.82,3.68
864,4597,15,883.62,4.55
1224,241,10,653.07,20.9
2897,2018,3,550.84,21.52
4434,4080,9,307.5,11.45
3731,603,14,217.91,23.59
717,271,15,716.44,2.03
3213,1364,5,185.96,16.08
1537,3846,12,413.74,8.1
2876,4605,12,943.65,3.56
567,614,8,330.36,12.59
2809,4288,12,642.72,14.88
1338,4715,11,244.97,24.3
1255,1194,4,856.94,4.51
1688,449,10,593.89,7.05
1059,1230,4,915.36,2.5
3378,1308,3,982.63,12.13
2510,4070,4,417.16,3.9
3039,2155,11,54.23,21.04
3357,2525,11,904.0,14.2
2899,1970,4,558.93,12.59
853,2278,11,425.53,1.58
4822,4167,9,806.42,23.95
1188,1878,7,435.67,4.58
4365,2288,9,36.9,2.83
1749,3679,1,370.41,8.71
1255,4970,15,856.94,21.75
1302,732,6,590.73,18.01
4456,3783,9,355.68,16.82
1380,2861,6,351.58,5.46
3357,2810,3,904.0,13.54
1268,3403,3,795.96,1.94
4931,4310,10,621.8,13.0
2924,4981,8,655.64,15.99
591,181,9,134.18,22.19
3206,148,14,198.96,23.12
4354,2357,15,891.51,20.05
1688,4353,8,593.89,7.06
3693,946,6,588.68,7.03
1451,623,7,687.64,2.86
1425,2497,6,12.85,12.07
3489,111,9,826.69,19.99
1813,1610,8,135.34,18.94
4151,585,8,478.87,9.1
4385,1208,4,520.59,7.63
4466,3411,8,495.39,3.3
1629,2921,7,476.1,12.63
728,1033,6,397.69,20.55
2804,719,12,172.42,14.61
1564,4305,4,83.46,19.1
2970,1984,14,592.05,5.28
3760,4758,11,261.64,12.24
3616,3739,2,454.14,11.1
4024,2692,2,767.64,3.02
414,167,3,398.11,18.34
2697,864,1,452.54,5.58
4417,4423,5,557.71,6.55
4121,2088,9,838.41,24.38
3039,722,14,54.23,2.05
3092,919,7,660.08,2.86
271,1404,5,257.58,23.09
4952,264,13,133.42,11.83
1441,1271,5,653.88,7.45
353,1020,14,402.07,23.09
853,3547,14,425.53,14.89
2019,3222,11,543.8,14.83
3371,2072,14,674.74,17.34
2821,4270,11,330.65,19.8
3832,159,1,874.7,14.38
436,4684,13,607.45,2.79
1736,1094,12,430.92,15.19
1289,493,9,32.06,12.8
2266,2419,14,10.41,14.69
2393,1446,2,145.15,8.45
2924,1814,3,655.64,18.88
4908,630,3,988.38,24.62
4962,3309,5,68.74,14.14
980,3203,8,498.4,11.92
420,3256,10,21.06,1.39
803,3004,14,421.72,19.23
3980,2191,3,177.01,6.03
1505,2638,8,263.51,2.39
3135,3599,4,561.67,3.27
1108,1438,6,223.78,17.41
4725,1043,2,303.93,20.35
1188,3916,5,435.67,4.04
3758,519,15,614.01,11.53
900,2129,15,516.27,2.52
1327,817,6,933.74,14.14
1462,2834,6,982.43,18.94
3758,1656,4,614.01,14.98
2970,4776,12,592.05,16.35
1499,4058,8,964.97,17.2
3433,4066,6,830.34,9.62
2924,93,5,655.64,15.5
3783,2195,14,571.36,12.31
2938,4896,3,952.32,19.59
3693,3271,9,588.68,17.7
2397,33,6,237.25,1.42
4214,3052,10,255.28,7.08
1190,1979,12,481.61,17.73
2847,2489,8,126.74,8.2
1371,2490,8,584.07,9.11
1692,1372,5,915.61,21.98
892,1247,6,862.57,21.81
4301,4210,5,941.45,1.07
4310,4665,13,747.61,22.59
128,4098,10,703.88,19.45
342,2910,4,430.14,13.91
3284,978,7,293.33,12.62
4033,4266,10,585.46,4.79
3016,2972,4,353.43,2.12
4129,1190,13,909.87,3.63
3366,1968,11,420.3,4.37
2697,3510,4,452.54,23.6
3065,1334,11,220.65,20.55
885,2787,13,765.46,16.96
2058,2272,3,651.18,19.35
168,4370,2,324.04,5.57
3300,1708,9,475.56,1.82
1289,395,10,32.06,20.74
1080,2902,4,987.02,11.17
3199,423,6,206.9,14.1
1686,937,11,30.15,18.25
1749,1300,9,370.41,23.61
4114,4963,5,284.23,10.59
64,50,9,780.39,9.02
717,3251,6,716.44,21.86
4128,2661,10,488.64,4.15
2696,3001,8,239.35,8.5
3253,884,12,661.82,23.98
4117,1286,10,589.53,18.85
2970,2099,12,592.05,19.48
4301,2720,7,941.45,7.36
3594,988,4,758.31,1.27
2393,1470,11,145.15,7.7
3966,2061,8,650.38,18.88
3966,580,15,650.38,1.98
3898,4734,10,688.74,14.1
3448,98,9,523.44,13.69
583,153,3,608.39,5.67
1771,2378,6,276.4,2.01
3758,2930,2,614.01,20.78
2809,576,1,642.72,12.73
271,3423,2,257.58,9.49
1417,162,12,331.76,14.85
4365,1232,1,36.9,19.88
23,4709,13,601.05,15.35
1197,2658,11,560.65,10.67
2208,2058,4,904.47,8.4
1528,3820,5,280.13,18.17
3143,4268,15,4.74,2.69
489,1366,8,75.08,23.76
2631,2717,10,678.79,23.49
1071,2372,2,628.4,21.99
4249,328,3,97.37,6.37
567,3651,14,330.36,17.94
887,1583,11,391.27,20.78
2371,709,15,157.69,11.72
3364,830,13,743.61,10.56
584,3103,12,161.75,22.86
2048,1061,1,926.47,13.8
1458,3475,6,434.01,3.95
2631,2991,3,678.79,5.05
803,85,7,421.72,15.49
3489,765,12,826.69,18.14
4686,4182,6,253.72,4.14
4117,4048,13,589.53,23.93
81,379,5,941.44,5.79
1068,2983,4,296.78,16.64
2403,456,4,164.93,22.73
3740,233,6,602.34,2.85
3156,2635,13,62.39,12.51
183,2226,5,843.6,21.89
4532,1673,10,485.82,18.59
3989,1502,6,451.88,20.23
4797,1544,5,464.9,1.69
3709,639,8,300.89,16.25
1303,4901,13,227.87,8.89
2276,368,2,644.43,12.76
1012,2101,15,4.39,13.87
2332,4086,13,825.21,20.18
743,2865,4,853.16,22.23
3779,3137,11,361.01,2.97
4385,1507,1,520.59,6.92
1749,1891,2,370.41,3.27
1464,2304,7,937.09,1.99
1188,3588,5,435.67,13.43
2484,599,5,866.99,11.9
2142,2539,11,166.93,2.86
4908,3314,14,988.38,16.64
910,3292,7,306.49,7.6
64,1960,9,780.39,18.16
81,5000,7,941.44,3.86
2393,2839,6,145.15,17.96
4908,3174,11,988.38,11.44
3880,2751,2,889.5,19.3
177,929,2,904.23,17.11
4425,3010,7,427.6,19.85
6,3749,14,261.1,1.91
2620,489,15,82.17,24.77
3448,1192,13,523.44,1.09
185,4341,7,299.38,19.63
1631,98,3,338.73,2.31
1188,3173,8,435.67,23.76
4146,4043,9,757.78,12.93
654,2622,10,60.66,21.37
592,1085,1,904.29,20.17
2938,1717,3,952.32,14.97
4062,944,2,451.45,16.97
3253,3160,9,661.82,15.25
3444,87,12,19.67,11.31
2620,416,12,82.17,4.04
4062,1178,12,451.45,4.28
960,761,10,206.49,19.29
1598,441,5,200.51,16.18
2597,2650,13,648.43,4.3
5,3815,14,998.59,1.71
2876,4766,3,943.65,4.32
4129,446,14,909.87,17.03
3740,805,4,602.34,24.7
2820,3277,13,743.0,11.8
892,4489,1,862.57,15.39
3378,3485,14,982.63,7.51
1780,1546,15,563.35,17.95
4115,4525,1,719.18,11.68
1255,3195,8,856.94,16.69
2415,2678,11,516.88,5.81
4606,2969,1,715.77,22.85
3668,1782,7,681.95,4.87
4897,3386,6,37.71,9.16
231,1714,14,993.89,12.41
3163,3501,11,108.62,16.57
4834,230,2,732.36,17.7
2309,4980,15,356.38,3.2
4962,1388,11,68.74,17.84
2736,1911,12,661.78,1.67
1790,1208,5,333.7,21.67
4462,2721,11,490.32,8.15
1689,1195,3,391.93,2.1
1689,694,15,391.93,23.62
2008,4201,8,373.92,20.68
207,3966,4,929.09,6.87
160,2593,11,872.01,2.77
2357,3796,6,612.56,11.22
1417,2927,13,331.76,20.98
2667,794,5,722.14,15.72
2452,1642,11,53.18,2.74
2667,4459,14,722.14,21.05
3916,4883,14,715.28,19.01
3094,1187,13,202.93,5.56
4622,1150,5,784.44,21.58
5,1861,4,998.59,5.41
179,1719,8,582.1,14.73
1568,910,9,587.7,7.24
2437,858,1,909.48,18.14
2069,1760,9,270.14,5.33
2534,845,15,942.65,8.86
38,3429,15,932.37,23.7
3065,2495,9,220.65,16.82
4310,3832,12,747.61,11.28
875,2677,6,440.65,23.24
4653,1618,9,66.24,12.32
3007,131,14,139.22,13.41
4822,2624,9,806.42,20.74
1883,377,10,694.39,15.79
4532,1604,2,485.82,11.44
1264,2151,2,590.36,13.71
2269,1060,6,979.46,20.86
2533,4489,13,861.55,1.1
4163,3015,7,752.69,13.43
4575,2485,7,737.8,16.07
853,79,13,425.53,11.99
777,109,8,79.41,14.99
4425,323,13,427.6,14.1
4838,2643,5,458.37,12.39
1014,4600,5,944.56,23.73
67,2178,11,453.79,17.29
3092,299,14,660.08,5.39
3693,2332,11,588.68,10.0
3758,2409,12,614.01,16.01
3602,4668,15,4.68,10.17
4931,2900,10,621.8,12.29
231,194,3,993.89,12.52
3668,2984,15,681.95,9.31
1607,4454,13,561.12,24.39
1255,194,5,856.94,4.03
2924,4719,6,655.64,10.52
4351,3118,9,835.87,10.31
1509,432,14,197.27,10.33
571,3000,12,555.16,2.72
1327,344,8,933.74,16.34
376,3687,13,486.71,9.57
3616,992,4,454.14,22.1
1749,2223,8,370.41,23.25
3978,3552,14,135.54,19.71
2804,270,12,172.42,20.92
1607,1033,2,561.12,23.36
3570,2999,6,403.1,19.52
1711,2387,2,8.85,15.67
2743,3281,7,943.21,1.8
3978,2942,7,135.54,13.96
1692,372,7,915.61,10.41
3966,874,15,650.38,1.37
3793,3300,3,861.47,22.47
1790,4673,3,333.7,10.82
1557,1488,9,173.2,20.3
4119,3355,15,991.32,16.99
2463,2937,15,638.07,16.06
1741,1713,12,853.07,11.48
160,1121,5,872.01,11.51
2641,1132,13,642.62,24.65
4533,3278,12,535.64,13.0
3880,1578,3,889.5,4.44
4515,3299,12,534.19,15.64
2095,3085,14,477.98,19.99
4061,529,13,18.76,24.87
4151,2268,11,478.87,19.53
2558,166,4,205.01,21.54
2452,1642,3,53.18,23.26
2804,1112,9,172.42,21.28
3084,1795,8,345.55,19.64
989,1897,2,856.53,17.71
1380,4740,12,351.58,21.34
1885,1936,11,859.48,11.59
717,4038,10,716.44,21.28
4302,1057,13,547.44,24.93
1564,2179,12,83.46,8.7
3366,4579,14,420.3,2.35
290,1688,5,30.7,23.24
3880,319,3,889.5,18.78
4515,4807,12,534.19,14.11
3884,1383,2,460.61,23.05
2025,4999,9,590.88,12.94
3123,2680,13,52.9,1.92
2207,2075,10,286.03,18.46
2970,5000,8,592.05,11.9
3039,4540,13,54.23,6.58
273,3388,12,144.3,9.52
4453,3573,15,433.27,3.65
4834,2824,13,732.36,13.69
3668,2092,15,681.95,20.24
513,4628,15,623.32,6.69
803,574,7,421.72,3.51
3206,1498,6,198.96,6.72
3250,4244,11,470.59,3.13
3703,4266,11,945.85,11.67
4365,3795,7,36.9,5.33
3722,1469,6,447.14,9.02
4061,1410,10,18.76,24.82
2533,4839,9,861.55,6.88
274,3168,14,221.52,4.69
226,1344,14,984.87,22.49
4469,3211,8,791.82,17.8
2530,1162,3,286.79,17.35
4425,598,11,427.6,19.46
4507,3735,13,910.27,23.18
4039,648,2,489.39,9.89
2058,894,14,651.18,11.19
3570,827,2,403.1,19.47
2517,4025,4,927.86,11.13
4569,548,1,184.4,17.59
885,389,3,765.46,4.72
419,1956,14,423.89,20.08
2146,1027,4,83.48,12.67
3692,108,7,81.94,7.38
4422,4369,7,1.41,3.4
561,2135,14,723.09,5.01
3018,1340,14,585.46,13.17
3098,51,13,585.58,15.89
3311,187,12,58.37,3.74
4002,218,1,423.89,12.32
4257,466,9,93.52,8.99
1770,1223,10,493.27,7.6
3905,1672,5,361.72,10.89
2847,1458,12,126.74,2.95
708,3908,7,942.37,7.05
2415,3876,4,516.88,9.44
4441,2788,11,92.68,7.41
910,4828,10,306.49,3.81
3253,192,14,661.82,7.44
654,1878,4,60.66,23.55
2377,1812,4,592.97,2.73
1692,4767,9,915.61,10.66
2517,3363,1,927.86,18.16
3156,1069,7,62.39,14.34
2542,1327,7,270.94,6.94
2058,929,3,651.18,4.82
3489,575,3,826.69,18.38
3793,4067,7,861.47,11.52
1829,1087,6,100.71,17.96
3898,2823,9,688.74,12.92
222,2053,10,931.95,14.41
630,2035,9,898.68,22.25
4215,1918,8,31.94,3.94
4349,1413,2,548.5,3.47
3260,2346,7,910.88,19.94
4850,1543,13,710.87,13.34
3980,992,11,177.01,21.56
2266,449,2,10.41,9.6
2749,3729,8,878.17,7.59
3141,2529,2,681.51,9.59
4443,2664,9,619.25,23.44
4214,2123,1,255.28,13.62
1780,1846,3,563.35,23.72
4151,4821,4,478.87,4.27
4871,2534,6,317.4,7.32
2570,2796,11,262.14,21.14
4532,2656,11,485.82,17.21
1868,3152,10,601.35,21.37
1477,4206,3,127.35,9.09
6,1268,6,261.1,8.69
3242,155,13,421.89,13.13
3483,2016,12,460.86,7.58
3371,3365,10,674.74,21.7
1930,2629,5,53.11,18.87
561,788,13,723.09,8.83
4196,69,1,363.69,14.91
1268,3405,6,795.96,20.41
1162,2401,6,724.66,4.69
3410,1672,6,713.29,12.05
4417,1433,1,557.71,13.33
2533,511,10,861.55,6.8
4469,164,9,791.82,4.33
3966,4350,9,650.38,23.78
3156,3133,4,62.39,14.09
3599,2621,10,306.84,12.34
1132,4223,8,432.16,16.13
4607,2493,15,255.75,11.82
885,1340,2,765.46,8.53
853,2775,14,425.53,20.78
268,3217,13,478.33,9.49
2,879,3,439.12,23.31
2510,998,10,417.16,13.67
980,4843,8,498.4,2.81
2146,4277,3,83.48,1.6
4723,1518,3,695.3,22.89
900,169,7,516.27,20.24
3135,2084,3,561.67,3.51
4908,2232,7,988.38,13.87
1299,953,2,898.38,6.35
2620,1423,9,82.17,4.97
4385,2764,3,520.59,11.35
2403,4450,2,164.93,23.36
169,2948,2,800.94,1.99
3311,4291,8,58.37,7.78
2403,4325,10,164.93,20.21
1458,4300,7,434.01,11.75
4725,1430,8,303.93,6.15
1537,3983,3,413.74,12.15
3371,3111,9,674.74,12.66
4385,1934,15,520.59,14.66
2452,43,7,53.18,16.3
1499,120,2,964.97,17.66
1078,1077,7,978.64,19.78
1930,1113,7,53.11,21.29
2208,599,1,904.47,11.45
583,4649,6,608.39,5.86
2620,95,5,82.17,11.17
3692,1984,12,81.94,10.19
42,2797,5,152.95,13.0
2876,2498,9,943.65,18.15
567,2630,6,330.36,24.77
1011,3113,11,670.17,12.06
64,48,11,780.39,23.31
1068,225,8,296.78,6.56
3668,100,7,681.95,15.94
2208,456,1,904.47,21.23
591,4979,8,134.18,7.82
4310,1825,9,747.61,4.7
838,2647,6,995.75,2.85
4071,2175,10,560.65,21.25
1813,1932,12,135.34,23.97
3817,4170,9,848.5,10.66
4310,660,12,747.61,6.29
2847,3603,11,126.74,4.59
1407,2811,14,456.94,20.5
2736,4347,15,661.78,10.44
3097,4889,7,834.28,10.15
394,4344,12,482.64,14.03
1586,3921,15,228.04,2.16
1264,1063,13,590.36,16.62
3260,3685,5,910.88,7.08
3423,3624,10,448.14,12.29
177,1949,11,904.23,24.6
4663,1567,2,862.01,9.29
3793,2631,11,861.47,14.24
179,649,13,582.1,8.9
4434,4022,11,307.5,21.34
652,3883,15,281.07,3.76
3094,2023,6,202.93,17.88
2530,940,4,286.79,3.18
273,2466,5,144.3,8.84
1190,4076,14,481.61,18.87
4456,4585,4,355.68,6.58
170,828,8,289.32,15.79
3783,3542,15,571.36,14.64
3709,3170,1,300.89,5.26
1722,1721,13,271.54,6.81
4812,31,14,831.72,19.08
2863,1876,8,957.8,12.15
5,2543,7,998.59,1.11
97,2954,9,729.21,1.2
2769,2792,11,522.79,14.06
489,2390,9,75.08,4.53
2377,556,6,592.97,12.12
3978,4588,9,135.54,23.21
2994,1029,10,414.97,15.87
2570,1945,3,262.14,22.65
2847,2701,2,126.74,23.25
3378,4418,1,982.63,23.68
3097,2174,8,834.28,13.03
4502,4850,5,721.9,10.6
3666,1113,1,507.13,7.61
3084,2386,2,345.55,6.59
3092,1832,4,660.08,4.97
3016,1687,13,353.43,8.98
4727,4074,1,451.09,14.95
1759,3485,5,708.04,14.17
4507,2857,9,910.27,19.42
3739,4776,13,662.75,11.44
892,887,9,862.57,24.04
3300,2233,8,475.56,22.45
853,2796,9,425.53,12.83
97,83,13,729.21,9.14
3553,4838,7,977.61,11.3
420,3152,13,21.06,5.86
1771,1323,11,276.4,14.42
4469,4782,12,791.82,10.99
1458,3499,5,434.01,11.0
3073,3846,6,98.75,1.01
3788,3464,12,414.61,16.36
1289,2878,13,32.06,1.56
4671,2312,10,931.74,24.71
4224,1037,8,51.52,5.51
3378,3477,11,982.63,5.18
1771,1364,15,276.4,11.23
3978,2230,2,135.54,9.25
910,3801,14,306.49,13.52
1689,1370,8,391.93,12.23
4268,2223,13,119.92,15.55
81,528,13,941.44,10.07
3616,410,7,454.14,11.05
3364,2607,14,743.61,23.43
2371,2824,1,157.69,14.03
226,4651,3,984.87,20.05
630,3044,5,898.68,24.21
4128,670,4,488.64,4.41
3123,3907,8,52.9,4.18
3316,1857,10,722.07,7.2
2214,3761,4,711.82,24.05
1537,232,13,413.74,15.83
4384,2005,3,147.5,17.18
2667,3294,14,722.14,17.83
271,2506,2,257.58,18.47
3156,2810,7,62.39,8.79
2377,4068,1,592.97,19.56
4128,2164,5,488.64,5.85
1068,4909,8,296.78,19.1
4328,4984,14,737.4,24.0
4197,3145,14,233.78,7.95
1440,892,14,673.19,14.25
4653,32,6,66.24,18.49
504,3085,2,28.11,23.3
1268,4978,5,795.96,18.85
2820,3770,6,743.0,1.05
4908,2485,8,988.38,23.9
900,2017,3,516.27,2.89
1112,2561,6,988.46,2.19
2510,2067,15,417.16,21.79
4121,4450,2,838.41,13.54
1739,1796,6,780.7,8.2
3489,683,7,826.69,2.28
1539,3941,8,89.02,10.54
728,2803,7,397.69,2.29
3018,396,13,585.46,12.55
4115,3345,15,719.18,1.75
4569,234,5,184.4,7.61
2484,4521,5,866.99,16.35
97,3715,7,729.21,8.0
3966,3447,1,650.38,7.32
3760,3594,8,261.64,9.33
1680,749,8,149.08,5.41
353,866,14,402.07,12.5
875,474,9,440.65,7.3
4328,571,9,737.4,8.34
2269,2671,13,979.46,11.95
3933,451,13,397.59,6.82
2876,3127,6,943.65,24.35
3671,506,9,308.99,19.26
1607,250,13,561.12,22.31
3371,3786,9,674.74,9.39
2844,4351,6,577.57,12.55
2808,463,5,33.11,11.1
1736,1468,3,430.92,5.12
4422,1982,9,1.41,20.77
4723,1761,8,695.3,20.28
4575,804,6,737.8,22.19
2667,3164,8,722.14,9.98
3029,4332,5,168.81,10.34
4727,817,7,451.09,24.79
1358,4781,11,388.7,12.38
3783,4074,2,571.36,22.78
4594,3455,11,998.86,16.01
185,858,10,299.38,17.16
4865,1494,15,976.48,7.01
1348,1723,2,124.55,19.57
1505,685,11,263.51,13.36
2332,494,1,825.21,18.54
23,4805,9,601.05,2.41
591,4700,14,134.18,6.34
910,4099,14,306.49,5.74
